	artist	track	genre	time	days	date.peaked	week	rating	days_to_peak	rank
1309	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	5	44	112 days 00:00:00.000000000	7
1311	Eiffel 65	Blue (Da Ba Dee)	Electronica	3.29	1999-12-11	2000-01-29	5	13	49 days 00:00:00.000000000	38
1312	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	5	48	49 days 00:00:00.000000000	3
1313	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	5	11	35 days 00:00:00.000000000	40
1316	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	5	36	105 days 00:00:00.000000000	15
1318	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	5	19	91 days 00:00:00.000000000	32
1319	Spears, Britney	Oops!.. I Did It Again	Rock	3.3	2000-04-22	2000-06-10	5	15	49 days 00:00:00.000000000	36
1320	Backstreet Boys, The	Shape Of My Heart	Rock	3.49	2000-10-14	2000-12-02	5	12	49 days 00:00:00.000000000	39
1321	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	5	33	84 days 00:00:00.000000000	18
1322	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	5	27	63 days 00:00:00.000000000	24
1324	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	5	27	91 days 00:00:00.000000000	24
1325	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	5	23	63 days 00:00:00.000000000	28
1326	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	5	38	84 days 00:00:00.000000000	13
1327	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	5	38	70 days 00:00:00.000000000	13
1328	Martin, Ricky	She Bangs	Latin	4.02	2000-10-07	2000-12-02	5	18	56 days 00:00:00.000000000	33
1329	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	5	34	77 days 00:00:00.000000000	17
1330	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	5	38	91 days 00:00:00.000000000	13
1331	Spears, Britney	From The Bottom Of My Broken Heart	Rock	4.3	2000-01-29	2000-02-26	5	14	28 days 00:00:00.000000000	37
1332	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	5	23	70 days 00:00:00.000000000	28
1334	Profyle	Liar	R&B	3.57	2000-09-16	2000-10-28	5	16	42 days 00:00:00.000000000	35
1336	Jagged Edge	He Can't Love U	Rock	3.3	1999-12-11	2000-01-08	5	15	28 days 00:00:00.000000000	36
1337	504 Boyz	Wobble Wobble	Rap	3.35	2000-04-15	2000-05-06	5	17	21 days 00:00:00.000000000	34
1339	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	5	28	77 days 00:00:00.000000000	23
1340	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	5	35	56 days 00:00:00.000000000	16
1342	Dixie Chicks, The	Goodbye Earl	Country	4.19	2000-03-18	2000-05-06	5	20	49 days 00:00:00.000000000	31
1343	Guy	Dancin'	R&B	4.08	1999-12-18	2000-01-01	5	36	14 days 00:00:00.000000000	15
1344	Lil Bow Wow	Bounce With Me	Rap	3.22	2000-08-19	2000-09-16	5	20	28 days 00:00:00.000000000	31
1346	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	5	48	105 days 00:00:00.000000000	3
1347	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	5	32	49 days 00:00:00.000000000	19
1349	Simpson, Jessica	I Think I'm In Love With You	Pop	3.32	2000-07-01	2000-08-12	5	25	42 days 00:00:00.000000000	26
1350	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	5	49	77 days 00:00:00.000000000	2
1351	Lil' Zane	Callin' Me	Rap	3.43	2000-07-29	2000-09-02	5	34	35 days 00:00:00.000000000	17
1355	Martin, Ricky	Shake Your Bon-Bon	Latin	3.08	1999-11-20	2000-02-12	5	39	84 days 00:00:00.000000000	12
1356	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	5	37	70 days 00:00:00.000000000	14
1357	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	5	26	21 days 00:00:00.000000000	25
1359	IMx	Stay The Night	Rap	3.37	1999-10-09	2000-01-08	5	40	91 days 00:00:00.000000000	11
1360	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	5	46	63 days 00:00:00.000000000	5
1361	Spears, Britney	Lucky	Rock	3.23	2000-08-12	2000-09-09	5	23	28 days 00:00:00.000000000	28
1362	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	5	33	49 days 00:00:00.000000000	18
1363	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	5	49	63 days 00:00:00.000000000	2
1364	Sammie	I Like It	Rock	4.09	2000-01-29	2000-04-15	5	40	77 days 00:00:00.000000000	11
1365	Goo Goo Dolls	Broadway	Rock	3.54	2000-04-22	2000-07-01	5	35	70 days 00:00:00.000000000	16
1366	Moore, Mandy	I Wanna Be With You	Pop	4.12	2000-06-17	2000-08-12	5	45	56 days 00:00:00.000000000	6
1367	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	5	36	63 days 00:00:00.000000000	15
1368	D'Angelo	Untitled (How Does It Feel)	R&B	7.1	2000-01-22	2000-02-19	5	25	28 days 00:00:00.000000000	26
1370	Avant	My First Love	Rock	4.28	2000-11-04	2000-12-16	5	39	42 days 00:00:00.000000000	12
1373	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	5	49	56 days 00:00:00.000000000	2
1375	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	5	46	56 days 00:00:00.000000000	5
1377	Alice Deejay	Better Off Alone	Electronica	6.5	2000-04-08	2000-06-03	5	45	56 days 00:00:00.000000000	6
1378	Hoku	Another Dumb Blonde	Pop	3.47	2000-02-19	2000-04-08	5	34	49 days 00:00:00.000000000	17
1379	Houston, Whitney	I Learned From The Best	Rock	4.18	2000-02-19	2000-03-25	5	28	35 days 00:00:00.000000000	23
1380	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	5	46	84 days 00:00:00.000000000	5
1381	Mary Mary	Shackles (Praise You)	Rock	3.12	2000-03-25	2000-05-13	5	43	49 days 00:00:00.000000000	8
1384	Sugar Ray	Falls Apart	Rock	4.15	2000-01-15	2000-02-19	5	34	35 days 00:00:00.000000000	17
1385	Madonna	American Pie	Rock	4.3	2000-02-19	2000-03-04	5	33	14 days 00:00:00.000000000	18
1386	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	5	41	77 days 00:00:00.000000000	10
1387	Paisley, Brad	We Danced	Country	3.45	2000-10-14	2000-12-16	5	45	63 days 00:00:00.000000000	6
1389	Backstreet Boys, The	The One	Rock	3.46	2000-05-27	2000-07-01	5	31	35 days 00:00:00.000000000	20
1390	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	5	45	70 days 00:00:00.000000000	6
1391	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	5	44	84 days 00:00:00.000000000	7
1395	Braxton, Toni	Just Be A Man About It	Rock	4.1	2000-07-29	2000-09-02	5	37	35 days 00:00:00.000000000	14
1398	Bon Jovi	It's My Life	Rock	3.44	2000-08-12	2000-09-30	5	48	49 days 00:00:00.000000000	3
1402	Eve	Love Is Blind	Rap	3.51	2000-01-08	2000-02-19	5	46	42 days 00:00:00.000000000	5
1403	Aaliyah	I Don't Wanna	Rock	4.15	2000-01-29	2000-03-04	5	38	35 days 00:00:00.000000000	13
1404	Montgomery, John Michael	The Little Girl	Country	3.52	2000-09-09	2000-10-28	5	45	49 days 00:00:00.000000000	6
1405	Carter, Aaron	Aaron's Party (Come Get It)	R&B	3.23	2000-08-26	2000-09-16	5	35	21 days 00:00:00.000000000	16
1407	Ice Cube	You Can Do It	Rap	4.2	1999-12-04	2000-01-15	5	42	42 days 00:00:00.000000000	9
1408	Wills, Mark	Back At One	Country	4.0	2000-01-15	2000-02-26	5	37	42 days 00:00:00.000000000	14
1412	No Doubt	Simple Kind Of Life	Rock	4.11	2000-07-01	2000-07-22	5	38	21 days 00:00:00.000000000	13
1415	Vitamin C	Graduation (Friends Forever)	Rock	4.23	2000-04-15	2000-06-10	5	46	56 days 00:00:00.000000000	5
1419	Lawrence, Tracy	Lessons Learned	Country	2.55	2000-01-29	2000-04-08	5	48	70 days 00:00:00.000000000	3
1421	Sisqo	Got To Get It	Rock	3.52	1999-11-20	2000-01-22	5	48	63 days 00:00:00.000000000	3
1429	Black Rob	Whoa!	Rap	4.04	2000-03-04	2000-04-15	5	47	42 days 00:00:00.000000000	4
1432	Common	The Light	Rap	3.55	2000-08-05	2000-09-09	5	46	35 days 00:00:00.000000000	5
1585	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	6	15	56 days 00:00:00.000000000	36
1586	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	6	3	56 days 00:00:00.000000000	48
1587	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	6	13	98 days 00:00:00.000000000	38
1588	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	6	1	35 days 00:00:00.000000000	50
1589	Aguilera, Christina	Come On Over Baby (All I Want Is You)	Rock	3.38	2000-08-05	2000-10-14	6	18	70 days 00:00:00.000000000	33
1590	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	6	22	70 days 00:00:00.000000000	29
1591	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	6	13	84 days 00:00:00.000000000	38
1592	Iglesias, Enrique	Be With You	Latin	3.36	2000-04-01	2000-06-24	6	12	84 days 00:00:00.000000000	39
1594	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	6	33	273 days 00:00:00.000000000	18
1595	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	6	19	84 days 00:00:00.000000000	32
1596	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	6	13	49 days 00:00:00.000000000	38
1597	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	6	33	175 days 00:00:00.000000000	18
1599	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	6	18	91 days 00:00:00.000000000	33
1600	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	6	21	84 days 00:00:00.000000000	30
1601	Carey, Mariah	Thank God I Found You	Rock	4.14	1999-12-11	2000-02-19	6	37	70 days 00:00:00.000000000	14
1602	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	6	35	168 days 00:00:00.000000000	16
1603	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	6	31	105 days 00:00:00.000000000	20
1604	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	6	42	91 days 00:00:00.000000000	9
1605	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	6	24	49 days 00:00:00.000000000	27
1606	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	6	27	98 days 00:00:00.000000000	24
1607	98¡	Give Me Just One Night (Una Noche)	Rock	3.24	2000-08-19	2000-09-30	6	19	42 days 00:00:00.000000000	32
1610	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	6	23	112 days 00:00:00.000000000	28
1611	Aguilera, Christina	I Turn To You	Rock	4.0	2000-04-15	2000-07-01	6	19	77 days 00:00:00.000000000	32
1612	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	6	9	126 days 00:00:00.000000000	42
1613	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	6	33	182 days 00:00:00.000000000	18
1615	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	6	7	77 days 00:00:00.000000000	44
1616	Eminem	The Real Slim Shady	Rap	4.42	2000-05-06	2000-06-24	6	7	49 days 00:00:00.000000000	44
1617	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	6	21	105 days 00:00:00.000000000	30
1618	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	6	25	91 days 00:00:00.000000000	26
1619	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	6	19	91 days 00:00:00.000000000	32
1620	"Elliott, Missy ""Misdemeanor"""	Hot Boyz	Rap	3.51	1999-11-27	2000-01-08	6	7	42 days 00:00:00.000000000	44
1621	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	6	20	91 days 00:00:00.000000000	31
1622	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	6	6	63 days 00:00:00.000000000	45
1623	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	6	15	63 days 00:00:00.000000000	36
1624	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	6	14	77 days 00:00:00.000000000	37
1625	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	6	34	77 days 00:00:00.000000000	17
1626	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	6	34	112 days 00:00:00.000000000	17
1628	Eiffel 65	Blue (Da Ba Dee)	Electronica	3.29	1999-12-11	2000-01-29	6	11	49 days 00:00:00.000000000	40
1629	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	6	42	49 days 00:00:00.000000000	9
1630	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	6	7	35 days 00:00:00.000000000	44
1632	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	6	37	140 days 00:00:00.000000000	14
1633	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	6	31	105 days 00:00:00.000000000	20
1635	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	6	17	91 days 00:00:00.000000000	34
1636	Spears, Britney	Oops!.. I Did It Again	Rock	3.3	2000-04-22	2000-06-10	6	13	49 days 00:00:00.000000000	38
1637	Backstreet Boys, The	Shape Of My Heart	Rock	3.49	2000-10-14	2000-12-02	6	12	49 days 00:00:00.000000000	39
1638	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	6	25	84 days 00:00:00.000000000	26
1639	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	6	22	63 days 00:00:00.000000000	29
1641	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	6	23	91 days 00:00:00.000000000	28
1642	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	6	19	63 days 00:00:00.000000000	32
1643	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	6	42	84 days 00:00:00.000000000	9
1644	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	6	38	70 days 00:00:00.000000000	13
1645	Martin, Ricky	She Bangs	Latin	4.02	2000-10-07	2000-12-02	6	16	56 days 00:00:00.000000000	35
1646	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	6	25	77 days 00:00:00.000000000	26
1647	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	6	34	91 days 00:00:00.000000000	17
1648	Spears, Britney	From The Bottom Of My Broken Heart	Rock	4.3	2000-01-29	2000-02-26	6	14	28 days 00:00:00.000000000	37
1649	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	6	22	70 days 00:00:00.000000000	29
1650	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	6	49	105 days 00:00:00.000000000	2
1651	Profyle	Liar	R&B	3.57	2000-09-16	2000-10-28	6	16	42 days 00:00:00.000000000	35
1652	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	6	37	77 days 00:00:00.000000000	14
1653	Jagged Edge	He Can't Love U	Rock	3.3	1999-12-11	2000-01-08	6	18	28 days 00:00:00.000000000	33
1654	504 Boyz	Wobble Wobble	Rap	3.35	2000-04-15	2000-05-06	6	31	21 days 00:00:00.000000000	20
1656	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	6	25	77 days 00:00:00.000000000	26
1657	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	6	26	56 days 00:00:00.000000000	25
1659	Dixie Chicks, The	Goodbye Earl	Country	4.19	2000-03-18	2000-05-06	6	20	49 days 00:00:00.000000000	31
1660	Guy	Dancin'	R&B	4.08	1999-12-18	2000-01-01	6	44	14 days 00:00:00.000000000	7
1661	Lil Bow Wow	Bounce With Me	Rap	3.22	2000-08-19	2000-09-16	6	20	28 days 00:00:00.000000000	31
1662	Westlife	Swear It Again	Rock	4.07	2000-04-01	2000-07-01	6	46	91 days 00:00:00.000000000	5
1663	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	6	45	105 days 00:00:00.000000000	6
1664	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	6	28	49 days 00:00:00.000000000	23
1666	Simpson, Jessica	I Think I'm In Love With You	Pop	3.32	2000-07-01	2000-08-12	6	23	42 days 00:00:00.000000000	28
1667	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	6	40	77 days 00:00:00.000000000	11
1668	Lil' Zane	Callin' Me	Rap	3.43	2000-07-29	2000-09-02	6	21	35 days 00:00:00.000000000	30
1669	M2M	Don't Say You Love Me	Pop	3.41	1999-11-20	2000-01-08	6	44	49 days 00:00:00.000000000	7
1670	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	6	43	63 days 00:00:00.000000000	8
1671	Brock, Chad	Yes!	Country	3.22	2000-04-08	2000-07-01	6	47	84 days 00:00:00.000000000	4
1672	Martin, Ricky	Shake Your Bon-Bon	Latin	3.08	1999-11-20	2000-02-12	6	39	84 days 00:00:00.000000000	12
1673	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	6	31	70 days 00:00:00.000000000	20
1674	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	6	30	21 days 00:00:00.000000000	21
1675	Rimes, LeAnn	Big Deal	Country	3.03	1999-10-16	2000-01-01	6	48	77 days 00:00:00.000000000	3
1676	IMx	Stay The Night	Rap	3.37	1999-10-09	2000-01-08	6	38	91 days 00:00:00.000000000	13
1677	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	6	41	63 days 00:00:00.000000000	10
1678	Spears, Britney	Lucky	Rock	3.23	2000-08-12	2000-09-09	6	29	28 days 00:00:00.000000000	22
1679	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	6	31	49 days 00:00:00.000000000	20
1680	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	6	42	63 days 00:00:00.000000000	9
1681	Sammie	I Like It	Rock	4.09	2000-01-29	2000-04-15	6	33	77 days 00:00:00.000000000	18
1682	Goo Goo Dolls	Broadway	Rock	3.54	2000-04-22	2000-07-01	6	31	70 days 00:00:00.000000000	20
1683	Moore, Mandy	I Wanna Be With You	Pop	4.12	2000-06-17	2000-08-12	6	42	56 days 00:00:00.000000000	9
1684	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	6	30	63 days 00:00:00.000000000	21
1685	D'Angelo	Untitled (How Does It Feel)	R&B	7.1	2000-01-22	2000-02-19	6	25	28 days 00:00:00.000000000	26
1686	Messina, Jo Dee	That's The Way	Country	3.17	2000-06-24	2000-08-26	6	44	63 days 00:00:00.000000000	7
1687	Avant	My First Love	Rock	4.28	2000-11-04	2000-12-16	6	33	42 days 00:00:00.000000000	18
1689	Da Brat	What'Chu Like	Rap	3.57	2000-06-03	2000-08-12	6	41	70 days 00:00:00.000000000	10
1690	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	6	44	56 days 00:00:00.000000000	7
1692	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	6	40	56 days 00:00:00.000000000	11
1694	Alice Deejay	Better Off Alone	Electronica	6.5	2000-04-08	2000-06-03	6	36	56 days 00:00:00.000000000	15
1695	Hoku	Another Dumb Blonde	Pop	3.47	2000-02-19	2000-04-08	6	34	49 days 00:00:00.000000000	17
1696	Houston, Whitney	I Learned From The Best	Rock	4.18	2000-02-19	2000-03-25	6	27	35 days 00:00:00.000000000	24
1697	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	6	37	84 days 00:00:00.000000000	14
1698	Mary Mary	Shackles (Praise You)	Rock	3.12	2000-03-25	2000-05-13	6	37	49 days 00:00:00.000000000	14
1701	Sugar Ray	Falls Apart	Rock	4.15	2000-01-15	2000-02-19	6	29	35 days 00:00:00.000000000	22
1702	Madonna	American Pie	Rock	4.3	2000-02-19	2000-03-04	6	32	14 days 00:00:00.000000000	19
1703	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	6	41	77 days 00:00:00.000000000	10
1704	Paisley, Brad	We Danced	Country	3.45	2000-10-14	2000-12-16	6	42	63 days 00:00:00.000000000	9
1706	Backstreet Boys, The	The One	Rock	3.46	2000-05-27	2000-07-01	6	30	35 days 00:00:00.000000000	21
1707	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	6	43	70 days 00:00:00.000000000	8
1708	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	6	44	84 days 00:00:00.000000000	7
1709	Dixie Chicks, The	Without You	Country	3.32	2000-10-07	2000-12-23	6	49	77 days 00:00:00.000000000	2
1712	Braxton, Toni	Just Be A Man About It	Rock	4.1	2000-07-29	2000-09-02	6	32	35 days 00:00:00.000000000	19
1713	Iglesias, Enrique	Rhythm Divine	Latin	7.35	1999-12-04	2000-01-22	6	39	49 days 00:00:00.000000000	12
1715	Bon Jovi	It's My Life	Rock	3.44	2000-08-12	2000-09-30	6	45	49 days 00:00:00.000000000	6
1719	Eve	Love Is Blind	Rap	3.51	2000-01-08	2000-02-19	6	40	42 days 00:00:00.000000000	11
1720	Aaliyah	I Don't Wanna	Rock	4.15	2000-01-29	2000-03-04	6	35	35 days 00:00:00.000000000	16
1721	Montgomery, John Michael	The Little Girl	Country	3.52	2000-09-09	2000-10-28	6	41	49 days 00:00:00.000000000	10
1722	Carter, Aaron	Aaron's Party (Come Get It)	R&B	3.23	2000-08-26	2000-09-16	6	37	21 days 00:00:00.000000000	14
1723	Vassar, Phil	Just Another Day In Paradise	Country	3.54	2000-09-30	2000-12-02	6	46	63 days 00:00:00.000000000	5
1724	Ice Cube	You Can Do It	Rap	4.2	1999-12-04	2000-01-15	6	40	42 days 00:00:00.000000000	11
1725	Wills, Mark	Back At One	Country	4.0	2000-01-15	2000-02-26	6	37	42 days 00:00:00.000000000	14
1726	Lucy Pearl	Dance Tonight	R&B	3.45	2000-05-20	2000-07-29	6	49	70 days 00:00:00.000000000	2
1727	Jackson, Alan	It Must Be Love	Country	2.53	2000-06-24	2000-09-02	6	49	70 days 00:00:00.000000000	2
1729	No Doubt	Simple Kind Of Life	Rock	4.11	2000-07-01	2000-07-22	6	48	21 days 00:00:00.000000000	3
1730	Jean, Wyclef	911	Rap	4.0	2000-10-07	2000-11-25	6	48	49 days 00:00:00.000000000	3
1732	Vitamin C	Graduation (Friends Forever)	Rock	4.23	2000-04-15	2000-06-10	6	40	56 days 00:00:00.000000000	11
1734	Lonestar	Smile	Country	3.33	1999-12-18	2000-02-12	6	47	56 days 00:00:00.000000000	4
1735	Rogers, Kenny	Buy Me A Rose	Country	3.46	2000-03-11	2000-05-06	6	46	56 days 00:00:00.000000000	5
1736	Lawrence, Tracy	Lessons Learned	Country	2.55	2000-01-29	2000-04-08	6	48	70 days 00:00:00.000000000	3
1737	Strait, George	Go On	Country	3.48	2000-08-26	2000-10-28	6	48	63 days 00:00:00.000000000	3
1738	Sisqo	Got To Get It	Rock	3.52	1999-11-20	2000-01-22	6	48	63 days 00:00:00.000000000	3
1740	Walker, Clay	The Chain Of Love	Country	5.03	2000-04-15	2000-06-10	6	48	56 days 00:00:00.000000000	3
1743	Tippin, Aaron	Kiss This	Country	2.53	2000-08-26	2000-10-21	6	47	56 days 00:00:00.000000000	4
1746	Black Rob	Whoa!	Rap	4.04	2000-03-04	2000-04-15	6	46	42 days 00:00:00.000000000	5
1749	Common	The Light	Rap	3.55	2000-08-05	2000-09-09	6	44	35 days 00:00:00.000000000	7
1751	Jackson, Alan	www.memory	Country	2.36	2000-11-04	2000-12-23	6	49	49 days 00:00:00.000000000	2
1753	Eastsidaz, The	G'D Up	Rap	4.27	2000-01-08	2000-02-12	6	47	35 days 00:00:00.000000000	4
1755	Thomas, Carl	Emotional	Rock	4.31	2000-11-25	2000-12-30	6	47	35 days 00:00:00.000000000	4
1902	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	7	7	56 days 00:00:00.000000000	44
1903	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	7	2	56 days 00:00:00.000000000	49
1904	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	7	7	98 days 00:00:00.000000000	44
1905	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	7	1	35 days 00:00:00.000000000	50
1906	Aguilera, Christina	Come On Over Baby (All I Want Is You)	Rock	3.38	2000-08-05	2000-10-14	7	11	70 days 00:00:00.000000000	40
1907	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	7	15	70 days 00:00:00.000000000	36
1908	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	7	16	84 days 00:00:00.000000000	35
1909	Iglesias, Enrique	Be With You	Latin	3.36	2000-04-01	2000-06-24	7	9	84 days 00:00:00.000000000	42
1910	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	7	2	49 days 00:00:00.000000000	49
1911	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	7	29	273 days 00:00:00.000000000	22
1912	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	7	15	84 days 00:00:00.000000000	36
1913	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	7	11	49 days 00:00:00.000000000	40
1914	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	7	31	175 days 00:00:00.000000000	20
1916	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	7	16	91 days 00:00:00.000000000	35
1917	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	7	18	84 days 00:00:00.000000000	33
1918	Carey, Mariah	Thank God I Found You	Rock	4.14	1999-12-11	2000-02-19	7	26	70 days 00:00:00.000000000	25
